file,net of investment,net of pension plan investment,net of administrative and investment,discount rate,net of 0.25% of investment,net of inflation. one hundred percent (100%) of the plan’s investment,net of opeb plan investment,investment rate of return,opeb plan,net of plan investment,net of pension investment,context
"MI2020/MI Mackinac County ","","","","['7.60 percent']","","","","","","","","actuarial assumptions actuarial assumptions and projected cash flows are the same as the county’s primary government. sensitivity of the net pension liability to changes in the discount rate the following presents the net pension liability of the road commission, calculated using the discount rate of 7.60 percent, as well as what the road commission’s net pension liability would be if it were calculated using a discount rate that is 1-percentage-point lower (6.60 percent) or 1percentage-point higher (8.60 percent) than the current rate."
"MI2020/MI Mackinac County ","","","","['8.60 percent']","","","","","","","","sensitivity of the net pension liability to changes in the discount rate the following presents the net pension liability of the road commission, calculated using the discount rate of 7.60 percent, as well as what the road commission’s net pension liability would be if it were calculated using a discount rate that is 1-percentage-point lower (6.60 percent) or 1percentage-point higher (8.60 percent) than the current rate. net pension liability of the"
"MI2020/MI Mackinac County ","","","","","","","","['7.35']","","","","mortality - soa pub-2010 total dataset headcount weighted mortality table fully generational using scale mp-2020 investment rate of return - 7.35% healthcare cost trend rate - rates were estimated at 8.00%, graded down by 0.50% over eight"
"MI2020/MI Mackinac County ","","","","['7.75%']","","","","","","","","3.00% for vision. payroll growth rate - the expected long-term payroll growth rate assumption of 0.00%-7.20% discount rate - discount rates of 7.35% and 7.75% were used or the years ended december 31, 2020 and 2019, respectively."
"MI2020/MI Mackinac County ","","","","['7.35%']","","","","","","","","$( 401,777) sensitivity of the opeb liability to changes in the discount rate the following presents the opeb liability of the county, calculated using the discount rate of 7.35% as well as what the opeb liability would be if it were calculated using a discount rate that is onepercentage-point lower (6.35%) or one-percentage-point higher (8.35%) than the current rate."
"MI2020/MI Mackinac County ","","","","['8.35%']","","","","","","","","401,777) sensitivity of the opeb liability to changes in the discount rate the following presents the opeb liability of the county, calculated using the discount rate of 7.35% as well as what the opeb liability would be if it were calculated using a discount rate that is onepercentage-point lower (6.35%) or one-percentage-point higher (8.35%) than the current rate. 1% decrease"
"MI2020/MI Mackinac County ","","","","","","","","['7.35']","","","","mortality rates - 2010 public general employee and healthy retirees, headcount weighted, mp 2019 investment rate of return - 7.35% healthcare cost trend rate - medical premiums: pre-medicare 8.50% graded down to 4.50% by"
"MI2020/MI Mackinac County ","","","","['7.35%']","","","","","","","","for dental and vision salary increase - 3.50% discount rate - 7.35% projected cash flows - the projection of cash flows used to determine the discount rate assumed"
"MI2020/MI Mason ","['7.35%']","","","","","","","['7.35']","","","","salary increases: 3.00% in the long-term plus a percentage based on age related scale to reflect merit, longevity, and promotional pay increases. investment rate of return: 7.35%, net of investment expenses, including inflation. the mortality table used to project the mortality experience of non-disabled plan members is a 50% male 50% female blend of the following tables: 1. the rp-2014 healthy annuitant mortality tables, with rates"
"MI2020/MI Mason ","['7.35%']","","","","","","","['7.35']","","","","salary increases: 3.00% in the long-term plus a percentage based on age related scale to reflect merit, longevity, and promotional pay increases. investment rate of return: 7.35%, net of investment expenses, including inflation. the mortality table used to project the mortality experience of non-disabled plan members is a 50% male 50% female blend of the following tables: 1. the rp-2014 healthy annuitant mortality tables, with rates"
"MI2020/MI Mason ","","","","['7.60%']","","","","","","","","5.00% discount rate the discount rate used to measure the total pension liability is 7.60%. the projection of cash flows used to determine the discount rate assumes that employer and employee contributions will be made at the rates agreed"
"MI2020/MI Mason ","","","","['7.35%']","","","","","","","","the sum of each target allocation times its long-term expected rate is 7.35%, including inflation. discount rate the discount rate used to measure the total opeb liability was 7.35%. the projection of cash flows used to determine the discount rate assumed, in addition to paying benefits from general operating funds, the city will"
"MI2020/MI Mason ","","","","","","","","['7.35']","","","","note 1 - pension plan changes of benefits terms: there were no changes of benefit terms for the plan year 2019. changes in assumptions: reduction in the investment rate of return assumption from 7.75% to 7.35%. reduction in the rate of wage inflation from 3.75% to 3.00%."
"MI2020/MI Mason ","","","","","","","","['7.35']","","","","note 1 - pension plan changes of benefits terms: there were no changes of benefit terms for the plan year 2019. changes in assumptions: reduction in the investment rate of return assumption from 7.75% to 7.35%. reduction in the rate of wage inflation from 3.75% to 3.00%."
"MI2020/MI Mason ","","","","['7.35%']","","","","","","","","post-medicare trend rates changed from 7.00% graded down to 4.50% by 0.25% per year. discount rate changed from 3.50% to 7.35%. timing of valuation date changed from beginning of year to end of year."
"MI2020/MI Westphalia ","['7.75%']","","","","","","","['7.75']","","","","salary increases: 3.75% in the long-term plus a percentage based on age related scale to reflect merit, longevity, and promotional pay increases. investment rate of return: 7.75%, net of investment expenses, including inflation. although no specific price inflation assumptions are needed for the valuation, the 3.75% long-term wage"
"MI2020/MI Westphalia ","['7.75%']","","","","","","","['7.75']","","","","salary increases: 3.75% in the long-term plus a percentage based on age related scale to reflect merit, longevity, and promotional pay increases. investment rate of return: 7.75%, net of investment expenses, including inflation. although no specific price inflation assumptions are needed for the valuation, the 3.75% long-term wage"
"MI2020/MI Westphalia ","","","","['8.00%']","","","","","","","","note 6 - retirement plan (continued) discount rate the discount rate used to measure the total pension liability is 8.00%. the projection of cash flows used to determine the discount rate assumes that employer and employee contributions will be made at the rates agreed"
"MI2020/MI Westphalia ","","","","['8.00%']","","","","","","","","211,419 sensitivity of the net pension liability to changes in the discount rate the following presents the net pension liability of the village, calculated using the discount rates of 8.00%, as well as what the village’s net pension liability would be using a discount rate that is 1% lower (7.00%) or 1%"
